_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
1482,,Le comari di Puglia,Le comari di Puglia di Petruzzelli Arianna,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Verrone,11,info@lecomaridipuglia.eu,3402671389,,,,,Le Comari di Puglia,,,,,,,,41.128307,16.870483,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,,Le Comari di Puglia,Le Comari di Puglia di Petruzzelli Arianna,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Verrone,11,info@lecomaridipuglia.eu,3402671389,,info@lecomaridipuglia.eu,www.lecomaridipuglia.it,francese|inglese|italiano|tedesco,Le Comari di Puglia - Guide turistiche,"Le Comari di Puglia sono una piccola impresa piccola impresa di guide turistiche, abilitate per tutta la regione Puglia in italiano e in lingua inglese, francese, spagnolo, tedesco e portoghese
Grazie infatti alla profonda conoscenza della regione Puglia Le Comari vi guideranno alla scoperta dei luoghi più affascinanti con una particolare attenzione ai dettagli ed alle curiosità.
La nostra attività comincia 11 anni fa da un¿idea della padrona di casa, Arianna, di voler far conoscere la Puglia nella sua autenticità: abbiamo ideato gli itinerari, visitando tutti i luoghi, creato una rete di partners a livello locale, e collaboriamo con T. O. nazionali e internazionali.   
Il gruppo è costituito da Arianna, Roberto, Valentina, Samantha, Katia, Fabio, Giovanni, Giuseppe, Nathalìe, Terry ed tante altre guide professionali su tutto il territorio.
Oggi siamo anche on line www.lecomaridipuglia.it",,https://www.dms.puglia.it/digitalmanagementsystem/image/34500/foto1-34500.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/34500/foto2-34500.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/34500/foto3-34500.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/34500/foto4-34500.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/34500/foto5-34500.jpg,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,,Le Corti di Taras,Le Corti di Taras,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,Via Tirrenia,4,lecortiditaras@gmail.com,3929199836,,lecortiditaras.ta@pec.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,,LE FERRE,LE FERRE S.R.L.,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di vendita e/o produzione con degustazione di prodotti tipici locali,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,C.DA Catalano S.S. 7 km 610+125,snc,info@leferre.it,+39 099 849 32 07,,leferre@pec.it,,,,,,,,,,,,,2023-07-10 10:07:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,Legambiente Circolo FestambienteSud,APS,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071033,Monte Sant'Angelo,Via G. Garibaldi,27/29,festambientesud@gmail.com,3494597927,,festambientesud@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,,Legambiente Leverano e della Terra D'Arneo,Legambiente Leverano e della Terra D'Arneo,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075037,Leverano,Ugo Foscolo,38/B,filomenamy@libero.it,3398874633,,legambiente.leverano@pec.it,,,,,,,,,,,,,2023-05-10 16:44:07+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,,Legambiente Margherita di Savoia,Associazione,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Natura | Sport e benessere | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Guide turistiche | Rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura | Servizi di gestione di orti botanici, dei giardini zoologici e delle riserve naturali | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi di vendita e/o produzione con degustazione di prodotti tipici locali | Servizi per la persona e per il benessere | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Via Fosse Ardeatine,6,legambientemargheritadisavoia@gmail.com,3278195112,,legambientemargheritadisavoia@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,,LEGA NAVALE ITALIANA SEZIONE DI MONOPOLI,L.N.I. SEZ. MONOPOLI,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,CALA CURATORI,SNC,monopoli@leganavale.it,0809301341,,viii-679@federvelapec.it,,,,,,,,,,,,,2022-03-29 12:49:39+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,,Le Giare,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Corso Alcide De Gasperi,308 f,info@legiareristorante.it,0805011383,,,,,Le Giare,,,,,,,,41.089794,16.869743,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,le ginestre viaggi e turismo,le ginestre viaggi e turismo di navarra vincenza & c sas,Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Servizi di prenotazione e altre attività di assistenza turistica | Tour operator,Prenotazione e altre attività di assistenza turistica | Servizi Agenzie di viaggi on line e tradizionali | Servizi di Tour Operator,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,via san tommaso d'aquino,8/d,info@leginestreviaggi.it,0805023693,,leginestreviaggisas@pec.it,,,,,,,,,,,,,2023-05-10 16:44:07+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,,Legni Pregiati,Associazione Culturale e Musicale Legni Pregiati,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072029,Molfetta,Via Supportico Effrem,8,asslegnipregiati@gmail.com,3275463130,,asslegnipregiati@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,,Le Lampare,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110009,Trani,Molo Sant'Antonio-Via Tiepolo,,info@lelamparealfortino.it,0883480308,,,,,Le Lampare,,,,,,,,41.278595,16.423117,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,,Lemì,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075088,Tricase,Via Vittorio Emanuele II,,turcoippazio@gmail.com,3475419108,,,,,Lemì,,,,,,,,39.92421,18.359266,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,,LE MOSTRE IMPOSSIBILI SRL,LE MOSTRE IMPOSSIBILI SRL,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,0,Non Disponibile,Non Disponibile,,,,00N.D.,Non Disponibile,VIA RONCIGLIONE,,renatoparascandolo1945@gmail.com,3356993657,,,,,,,,,,,,,,,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,,Le Palme,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,Contrada Coccaro,,info@masseriatorremaizza.com,0804827838,,,,,Le Palme,,,,,,,,40.86522,17.390846,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,,Le Quattro Spezierie,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via Augusto Imperatore,19,info@risorgimentoresort.it,0832246311,,,,,Le Quattro Spezierie,,,,,,,,40.352577,18.171614,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,,Le Rune,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Torre a Mare - Piazza Leopardi,7,info@tavernalerune.it,333455093,,,,,Le Rune,,,,,,,,41.086826,16.998821,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,,LE SFUMATURE DELLA TERRA,LE SFUMATURE DELLA TERRA,"Sport, natura e benessere",Terme,Servizi termali,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072035,Polignano a Mare,Via Atropo,61,anna.dedonato@gmail.com,,,,,,,,,,,,,,40.994907,17.222376,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,,LE TERRE DI FEDERICO,ASSOCIAZIONE CULTURALE LE TERRE DI FEDERICO,"Servizi utili di fruizione | Sport, natura e benessere",Guide e accompagnatori turistici | Natura,Accompagnatori turistici | Guide turistiche | Servizi a fini ricreativi legati ad avventura e natura,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110009,Trani,Piazza Albanese,34,info@leterredifederico.it,+39 342.041.6263,,,,,,,,,,,,,41.28118,16.415472,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,,LE TERRE DI FEDERICO II,ASSOCIAZIONE TERRITORIALE,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,TREVISANI,106,leterredifedericosecondo@gmail.com,3473881317,,,,,CIBUS VERITAS FOOD EDUCATION,,,,,,,,41.12308,16.859837,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,LETIZIA MARELLA,LETIZIA MARELLA,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072043,Terlizzi,VICO GIULIA SUPERBA,8,LETIZIA@GIUPPI.COM,3883644239,,LETIZIA.MARELLA@POSTECERT.IT,,,,,,,,,,,,,2021-12-13 12:49:17+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,LIBERANUS ACTIVA SOC. COOP.,LIBERANUS ACTIVA SOC. COOP.,Mice e Wedding,Mice,"Organizzatori professionali di congressi, eventi e fiere",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075037,Leverano,"S.P. LEVERANO-NARDO' KM.1,00",3/A,liberanus2017@gmail.com,0832922899,LEVERANO,liberanusactiva@pec.it,,,,,,,,,,,,,2023-07-31 09:45:38+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,LIBERMEDIA SAS,Libermedia di Albano Monica & Co sas,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074001,Brindisi,Corte Cappuccini,10,info@libermedia.it,08311706062,,libermedia@pec.it,,,,,,,,,,,,,2023-05-10 16:43:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,"""LIBERO"" Consorzio di Cooperative Sociali",Società Cooperativa Sociale arl,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071051,San Severo,Vico Diomede,8,consorziolibero01@gmail.com,3775296060,,consorziolibero@legalmail.it,,,,,,,,,,,,,2023-05-10 16:43:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,Libreria L'Agorà - Bottega delle Nuvole,Libreria L'Agorà - Bottega delle Nuvole di Bellifemine R.M. e Nicola Catalano s.n.c.,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa","Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072038,Ruvo di Puglia,Corso Cavour,46,botteganuvole@fastwebnet.it,0803620943,,librerialagora@pec.it,,,,,,,,,,,,,2023-05-10 16:43:55+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,,Libreria Miranfù,Libreria Miranfù di Vincenzo Covelli,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Creazioni artistiche e letterarie,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110009,Trani,Via Pisa,48/54,kiriku50@hotmail.com,08831955260,,elisa.mantoni@pec.it,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,,Libreria Spazio d'autore,Giro di Boa Cooperativa Sociale,Servizi utili di fruizione,Servizi di prenotazione e altre attività di assistenza turistica,Servizi di e-commerce legati alla promozione turistica e culturale della Puglia,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074010,Mesagne,Piazza Commestibili,9,spaziodautorelibrivinili@gmail.com,3476169824,Mesagne,giuseppe.aresta76@pec.it,https://spaziodautore.inlibreria.net/#/shop,inglese|italiano,Spazio d'autore Libreria,"Piccola libreria nel centro storico di Mesagne (BR)
Libri e vinili nuovi e d'epoca, organizzazione di piccoli eventi.",,https://dms.ect.regione.puglia.it/image/57577/foto1-57577.jpg,https://dms.ect.regione.puglia.it/image/57577/foto2-57577.jpg,,,,,,2023-05-13 13:36:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,,LIDO delle SIRENE,DE SANTIS SAS di De Santis Valentina & C.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071021,Chieuti,Piazzale Tritone,,de.santis.sas@pec.it,0882689022,,,,,,,,,,,,,,,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,Lido Gogò,Grandi Impianti di M. Merico e C. s.a.s.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074016,San Pietro Vernotico,Piazzale Panoramico - Località Campo di Mare,,infolidogogo@libero.it,3248430981,,,www.lidogogo.it,italiano,lido gogò,un angolo di paradiso nella scena della meravigliosa costa adriatica. L'insenatura di Campo di Mare offre grandi spazi di sabbia dorata e  un mare cristallino per vivere in pieno relax le proprie vacanze.,,https://dms.ect.regione.puglia.it/image/19876/foto1-19876.jpg,,,,,40.54,18.068056,2023-05-01 21:18:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,,Lido il Faro,Excalibur s.r.l.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074012,Ostuni,Via Consolato Veneziano - Villanova Zona Fontanelle,75,pinonacci@tiscali.it,,,,www.ilfarostuni.it,,LIDO IL FARO,"STABILIMENTO BALNEARE
BAR RISTORANTE",,,,,,,,,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,,Lido Ilmaredentro,Kabao Club s.a.s.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Strada dello Speziale snc,184,kabaosas@gmail.com,0805348894,,,www.lidoilmaredentro.it,Inglese,Lido ilmaredentro,"ilmaredentro, su una superficie di oltre 5.000 mq, conta di 100 cabine e 140 ombrelloni, due piscine con acqua di mare e 75 metri di arenile. Ampi e comodi gazebo, già arredati, sono ideali per gruppi. Cabine suite con doccia interna sono a disposizione per chi ricerca maggior intimità e comodità.  La Biberoneria, riservata a bambini da 0 a 3 anni, offre la possibilità di preparare e scaldare pappe, utilizzare scalda biberon, forno a microonde, frigorifero e lavandino. Disponibile ristorante e caffetteria. 

Da noi trovi: 2 piscine di acqua salmastra, solarium, docce calde, bar, ristorante, animazione, area giochi, accessi per disabili, infermeria, nursery, parcheggio.",https://www.dms.puglia.it/digitalmanagementsystem/image/19824/foto1-19824.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19824/foto2-19824.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19824/foto3-19824.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19824/foto4-19824.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19824/foto5-19824.jpg,,,,2023-01-24 18:07:04+01,0805348894,https://dms.ect.regione.puglia.it/image/19824/logo-19824.png?type=logo,,online,,"Visa, Master Card",Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Arredi fissi,Parcheggi | Pavimentazione,,Bar | Ristorante | Baby sitting | Punto ristoro,Tipica,10-20 Euro,,,,Bari e la costa,,,,,,,,16,,,Bari,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
1513,,Lido Il Panda,Cooperativa il Panda,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,Lungomare Eroi del Mare,snc,tecnostudio2012@gmail.com,,,,,,KALE',STABILIMENTO BALNEARE COMPLETO,,,,,,,,,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,,Lido la Capannina,IL 1964 SRL,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,5,tecnostudio2012@gmail.com,,,,,,LIDO SABLEE,"STABILIMENTO BALNEARE CON ANIMAZIONE BAR, RISTORANTE, DISCOTECA",,,,,,,,,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,,Lido La Sorgente,Lido La Sorgente di Ugo Potenza,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075043,Melendugno,Via Arenile - Torre dell'Orso,,ugo.potenza@lidolasorgente.it,3293814470,,,www.lidolasorgente.it,,Lido La Sorgente,"Nella bellissima baia di Torre dell'Orso, Lido La Sorgente è la tua oasi da sogno...
Vivi la tua vacanza tra il suo mare cristallino e il limpido cielo d'estate.",,,,,,,40.269882,18.432358,2022-09-23 10:49:40+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,,Lido Losciale,Tema s.r.l.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,Contrada Losciale,,info@loscialeiltrappetomare.com,0804107021 - 3939652340,,,www.loscialeiltrappetomare.com,,LOSCIALE il Trappeto Mare Eventi,Lusso e comfort sono offerti sulla spiaggia con eccellenza e professionalità.,,,,,,,40.888775,17.355501,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,,Lido Mania,,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075090,Ugento,Lungomare G.B. Tiepolo - Torre Mozza,,info@lidomania.it,3284119419,,,www.lidomania.it,,LIDO MANIA,"Spiagge lunghe e sabbiose, mare limpido e brillante, dune selvatiche e protette: è qui che sorgono lo stabilimento balneare Lido Mania e Fratelli e Fornelli, esclusivo ristorante salentino sul mare.
Situato sul litorale ionico del Salento dove la brezza marina regala dei paesaggi esotici, è il luogo perfetto dove trascorrere le vacanze, la cornice giusta per degustare degli ottimi piatti della tradizione salentina e del pescato del giorno, avvolti dal profumo del mare.
Aperti da maggio ad ottobre, con tutti i servizi.",,,,,,,39.85893,18.16412,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,,Lido Ponticello,east coast sas di a peschiulli,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via Palinuro   san  cataldo,sn,info@lidoponticello.it,+393932912005,,,www.lidoponticello.it,,Ponticello Lido,"Distante dieci minuti da Lecce, Ponticello Lido esprime il concetto di spiaggia full time, godibile per l'arco dell'intera giornatagodibile per l'arco dell'intera giornata: ombrelloni distanziati e lettini comfort, opportunità multiple di svago, parco giochi per i più piccoli, campi da beach tennis per gli sportivi.
E se proprio siete incontentabili basterà un tuffo nel mare o uno sguardo al cielo.",,,,,,,40.39456,18.296389,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
